ncbi_id,gene_name,ensembl_id
436762,sdhda,ENSDARG00000055712
394130,acad8,ENSDARG00000042658
449822,zgc:101569,ENSDARG00000038876
393293,hsd11b1la,ENSDARG00000071377
334098,hsd11b2,ENSDARG00000001975
556528,rdh5,ENSDARG00000008306
436664,zgc:92040,ENSDARG00000021154
557176,pik3r1,ENSDARG00000038524
404211,pik3r2,ENSDARG00000018060
100000252,pik3r3b,ENSDARG00000034409
406311,pik3r3a,ENSDARG00000103038
325179,inppl1a,ENSDARG00000104222
368433,inppl1b,ENSDARG00000001442
100002875,hmox2a,ENSDARG00000114695
140615,fads2,ENSDARG00000019532
564592,nsd1b,ENSDARG00000060705
394246,pafah1b1a,ENSDARG00000032013
394247,pafah1b1b,ENSDARG00000026595
323723,dnmt3bb.3,ENSDARG00000057863
324052,c1galt1c1,ENSDARG00000036335
325316,pigp,ENSDARG00000038805
436838,pigh,ENSDARG00000038348
323994,pigc,ENSDARG00000009113
321218,pigq,ENSDARG00000038097
553754,st8sia5,ENSDARG00000036584
561172,b3gnt3.4,ENSDARG00000058100
100002020,b3gnt3.2,ENSDARG00000054373
555411,acer3,ENSDARG00000093366
402799,degs2,ENSDARG00000042544
327075,degs1,ENSDARG00000007347
100003745,sgpp1,ENSDARG00000060534
556280,cyp2u1,ENSDARG00000026548
571876,pomgnt1,ENSDARG00000052025
553326,hacd1,ENSDARG00000103744
334121,hacd2,ENSDARG00000014806
798606,tecrl2a,ENSDARG00000089485
326954,tecrb,ENSDARG00000025904
566085,tecra,ENSDARG00000101585
563993,pigo,ENSDARG00000011743
402942,pigf,ENSDARG00000032780
560651,ces3,ENSDARG00000041595
562840,rdh10a,ENSDARG00000058730
393539,dhrs4,ENSDARG00000021135
280648,rdh8a,ENSDARG00000028048
436597,rdh12,ENSDARG00000018069
450050,dhrs3b,ENSDARG00000044803
30381,cyp26a1,ENSDARG00000033999
393509,mboat7,ENSDARG00000033436
561832,lpgat1,ENSDARG00000013542
334217,elovl7a,ENSDARG00000069279
554145,elovl8b,ENSDARG00000057365
393425,elovl5,ENSDARG00000004979
406725,elovl1b,ENSDARG00000103735
335732,elovl4b,ENSDARG00000027495
327274,elovl7b,ENSDARG00000100185
393769,elovl4a,ENSDARG00000006773
678614,elovl2,ENSDARG00000045414
100332355,,
556879,,
100150238,,
100334707,,
100149853,,
796322,slc3a2a,ENSDARG00000036427
567117,slc7a9,ENSDARG00000005894
445049,zgc:92137,ENSDARG00000009443
565523,chst15,ENSDARG00000074527
794255,c3ar1,ENSDARG00000031749
101886380,cdh16,
402829,ubox5,ENSDARG00000058563
559212,gbe1b,ENSDARG00000099524
563548,plpbp,ENSDARG00000060288
563642,sdsl,ENSDARG00000074698
100331665,,
58153,slc40a1,ENSDARG00000000241
449677,cpt1b,ENSDARG00000058285
321871,,
550361,cpt1cb,ENSDARG00000037943
449545,crata,ENSDARG00000040248
447855,cratb,ENSDARG00000098782
404618,adhfe1,ENSDARG00000053518
100534896,pgs1,ENSDARG00000075857
550432,slc27a4,ENSDARG00000017047
566675,suox,ENSDARG00000091574
393187,dmac2l,ENSDARG00000012072
402961,ppa2,ENSDARG00000009685
393706,ppa1a,ENSDARG00000099933
550531,ppa1b,ENSDARG00000030441
100073345,lhpp,ENSDARG00000060196
447859,etfdh,ENSDARG00000038834
406271,etfb,ENSDARG00000009250
325724,etfa,ENSDARG00000101631
326975,cox4i1,ENSDARG00000032970
100002384,cox5b1,ENSDARG00000113254
751638,cox5b2,ENSDARG00000068738
335774,cox6a1,ENSDARG00000022438
447942,cox6a2,ENSDARG00000054588
436968,cox6b1,ENSDARG00000045230
494577,cox6c,ENSDARG00000038577
554103,cox7a2a,ENSDARG00000053217
100535363,cox7a2b,ENSDARG00000110700
563476,cox7b,ENSDARG00000115557
336118,cox7c,ENSDARG00000104537
557348,cox8a,ENSDARG00000095273
564379,cyc1,ENSDARG00000038075
140512,CYTB,
554154,uqcrb,ENSDARG00000011146
393793,uqcrc1,ENSDARG00000052304
322549,uqcrc2b,ENSDARG00000071691
406359,uqcrfs1,ENSDARG00000007745
566723,uqcrh,ENSDARG00000059128
554101,cox5aa,ENSDARG00000088383
326962,cox5ab,ENSDARG00000099663
100333135,si:ch1073-325m22.2,ENSDARG00000095921
436768,uqcrq,ENSDARG00000029064
100333064,uqcr10,ENSDARG00000104517
140531,ND1,
140532,ND2,
140533,ND3,
140534,ND4,
140538,ND4L,
140535,ND5,
140536,ND6,
554125,ndufa2,ENSDARG00000021984
445122,ndufa3,ENSDARG00000041400
406298,ndufa4,ENSDARG00000056108
541328,ndufa5,ENSDARG00000039346
393943,ndufa6,ENSDARG00000038028
445042,ndufa7,ENSDARG00000036684
393700,ndufa8,ENSDARG00000058041
541331,ndufa9a,ENSDARG00000070723
321951,ndufa10,ENSDARG00000013333
573619,ndufab1a,ENSDARG00000058463
325712,ndufab1b,ENSDARG00000014915
393764,ndufb2,ENSDARG00000045490
100332034,ndufb3,ENSDARG00000075709
406306,ndufb4,ENSDARG00000019332
797063,ndufb5,ENSDARG00000070824
393781,ndufb6,ENSDARG00000037259
393821,ndufb7,ENSDARG00000033789
393829,ndufb8,ENSDARG00000010113
573021,ndufb9,ENSDARG00000041314
393703,ndufb10,ENSDARG00000028889
100000992,si:ch211-235e9.6,ENSDARG00000103101
541390,ndufc2,ENSDARG00000102115
493605,ndufs1,ENSDARG00000028546
553672,ndufs2,ENSDARG00000007526
550451,ndufs3,ENSDARG00000015385
445291,ndufv1,ENSDARG00000036438
573689,ndufs4,ENSDARG00000052840
553660,ndufs5,ENSDARG00000006290
447913,ndufs6,ENSDARG00000056583
406413,ndufs8a,ENSDARG00000051986
554100,ndufs8b,ENSDARG00000057055
393720,ndufv2,ENSDARG00000013044
100537318,ndufv3,
553582,tusc3,ENSDARG00000078854
393687,ndufa13,
562219,ndufb11,ENSDARG00000043467
556538,ndufa12,ENSDARG00000042469
393497,ndufa11,ENSDARG00000042777
796997,ndufs7,ENSDARG00000074552
767664,cox7a1,ENSDARG00000069464
140539,COX1,
140540,COX2,
140541,COX3,
393776,cox4i2,ENSDARG00000022509
393478,cox6b2,ENSDARG00000037860
335799,sod2,ENSDARG00000042644
393213,gde1,ENSDARG00000055108
100537991,prodhb,
393688,slc25a3a,ENSDARG00000027424
322362,slc25a3b,ENSDARG00000025566
259251,cers2a,ENSDARG00000013704
323020,cers5,ENSDARG00000002365
564867,cers6,ENSDARG00000053583
568169,cers1,ENSDARG00000063412
387290,smox,ENSDARG00000036967
564675,paox1,ENSDARG00000043403
550494,esd,ENSDARG00000019496
555812,ucp2,ENSDARG00000043154
393133,slc25a14,ENSDARG00000026680
552960,cybrd1,ENSDARG00000095577
795592,cyb5d1,ENSDARG00000056007
558601,pipox,ENSDARG00000055591
449769,glrx,ENSDARG00000028106
436677,glrx2,ENSDARG00000100944
101886595,b3galt4,
100001225,st6galnac2,
561542,si:dkey-23o4.6,ENSDARG00000034577
751745,zgc:153441,ENSDARG00000054797
407663,si:ch211-107o10.3,ENSDARG00000008491
100148642,pigv,ENSDARG00000101952
100330155,cers4b,ENSDARG00000018619
