ncbi_id,gene_name,flag_functional
393510,slc2a12,True
798023,slc2a9l2,True
405862,slc5a2,True
393339,slc5a12,True
100007379,si:dkeyp-9d4.5,True
568338,slc5a3b,True
494492,slc17a6a,True
563467,slc17a8,True
445054,zgc:92113,True
571044,si:dkey-201c1.2,True
100034467,si:ch211-132b12.1,True
494490,slc6a9,True
494450,slc6a5,True
447923,aqp8a.1,True
566075,slc4a2a,True
568872,slc4a7,True
393312,slc25a27,True
83908,ucp1,True
100009631,slc43a1b,True
559440,slc2a13b,True
492334,slc5a11,True
557884,slc16a8,True
606660,aqp9a,True
798983,slc4a10a,True
557494,slc4a8,True
562904,slc9a2,True
565213,slc9a5,True
568314,slc9a3.2,True
494043,slc9a8,True
554532,slc9a7,True
402931,slc35b2,True
393255,slc46a1,True
565599,slc34a1b,True
558346,slc20a2,True
321541,slc20a1b,True
567865,slco4a1,True
570448,si:dkey-88i8.2,True
561627,si:ch211-234h8.7,True
387592,slc13a1,True
641560,slc7a7,True
327138,slc26a11,True
791185,slc26a1,True
100038771,slc13a4,True
556480,slc6a6a,True
562772,slco1c1,True
323737,slc35b4,True
559707,slc35a3a,True
445400,slc35d1a,True
555288,slc35a2,True
326634,slc14a2,True
561445,slc5a5,True
58108,fth1a,True
436651,zgc:92066,True
447905,entpd2a.1,True
324307,atp6v0a1a,True
449655,atp6v1c1b,True
553767,atpv0e2,True
406342,tcirg1b,True
100003139,tcirg1a,True
368907,atp6v1c1a,True
553691,atp6v0a1b,True
192336,atp6v0ca,True
195824,atp6ap1b,True
561469,atp6v0a2a,True
140519,ATP6,True
553755,atp5a1,True
394151,atp5g3a,True
336957,atp5c1,True
393675,atp5h,True
406301,atp5g1,True
326977,atp5l,True
767750,atp5ib,True
335191,atp5o,True
406599,atp5j,True
449787,atp5f1,True
559659,atp5ia,True
402883,atp5j2,True
335709,atp5d,True
81541,atp5g3b,True
798291,atp5e,True
140520,ATP8,True
436789,nme5,True
321485,taf9,True
566998,pde4d,True
565706,pde4ba,True
572061,pde4a,True
791145,pde8a,True
100151215,pde7a,True
571011,pde8b,True
751668,gck,True
436619,acy3.2,True
558487,eno4,True
327346,mtmr6,True
553687,plpp6,True
445172,phpt1,True
678558,mtmr7a,True
402958,plpp7,True
333974,gclm,True
796295,dpm2,True
393782,dpm3,True
792268,galk2,True
793609,hdc,True
436981,pde6d,True
554700,pde6g,True
573723,acadvl,True
566019,acss3,True
100384898,ugt2b3,True
492476,csad,True
101887190,qdprb2,True
60640,cyp19a1b,True
30390,cyp19a1a,True
493784,aicda,True
445129,sdhc,True
445500,sdhdb,True
436762,sdhda,True
394130,acad8,True
449822,zgc:101569,True
393293,hsd11b1la,True
334098,hsd11b2,True
556528,rdh5,True
436664,zgc:92040,True
557176,pik3r1,True
404211,pik3r2,True
100000252,pik3r3b,True
406311,pik3r3a,True
325179,inppl1a,True
368433,inppl1b,True
100002875,hmox2a,True
140615,fads2,True
564592,nsd1b,True
394246,pafah1b1a,True
394247,pafah1b1b,True
323723,dnmt3bb.3,True
324052,c1galt1c1,True
325316,pigp,True
436838,pigh,True
323994,pigc,True
321218,pigq,True
553754,st8sia5,True
561172,b3gnt3,True
100002020,si:ch211-126g16.10,True
555411,acer3,True
402799,degs2,True
327075,degs1,True
100003745,sgpp1,True
556280,cyp2u1,True
571876,pomgnt1,True
553326,hacd1,True
334121,hacd2,True
798606,tecrl2a,True
326954,tecrb,True
566085,tecra,True
563993,pigo,True
402942,pigf,True
560651,ces3,True
562840,rdh10a,True
393539,dhrs4,True
280648,rdh8a,True
436597,rdh12,True
450050,dhrs3b,True
30381,cyp26a1,True
393509,mboat7,True
561832,lpgat1,True
334217,elovl7a,True
554145,elovl8b,True
393425,elovl5,True
406725,elovl1b,True
335732,elovl4b,True
327274,elovl7b,True
393769,elovl4a,True
678614,elovl2,True
100332355,aldh2l,True
556879,LOC556879,True
100150238,si:ch73-95l15.3,True
100334707,LOC100334707,True
100149853,hyal4,True
796322,slc3a2a,True
567117,slc7a9,True
445049,zgc:92137 precursor,True
565523,chst15,True
794255,c3ar1,True
101886380,cdh16,True
402829,ubox5,True
559212,gbe1b,True
563548,prosc,True
563642,sdsl,True
100331665,threo-3-hydroxyaspartate ammonia-lyase-like,True
58153,slc40a1,True
449677,cpt1b,True
321871,cpt1ca,True
550361,cpt1cb,True
449545,crata,True
447855,cratb,True
404618,adhfe1,True
100534896,pgs1,True
550432,slc27a4,True
566675,suox,True
393187,atp5s,True
402961,ppa2,True
393706,ppa1a,True
550531,ppa1b,True
100073345,lhpp,True
447859,etfdh,True
406271,etfb,True
325724,etfa,True
326975,cox4i1,True
100002384,cox5b1,True
751638,cox5b2,True
335774,cox6a1,True
447942,cox6a2,True
436968,cox6b1,True
494577,cox6c,True
554103,cox7a2a,True
100535363,cox7a2b,True
563476,cox7b,True
336118,cox7c,True
557348,cox8a,True
564379,cyc1,True
140512,CYTB,True
554154,uqcrb,True
393793,uqcrc1,True
322549,uqcrc2b,True
406359,uqcrfs1,True
566723,uqcrh,True
554101,cox5aa,True
326962,cox5ab,True
100333135,si:ch1073-325m22.2,True
436768,uqcrq,True
100333064,uqcr10,True
140531,ND1,True
140532,ND2,True
140533,ND3,True
140534,ND4,True
140538,ND4L,True
140535,ND5,True
140536,ND6,True
554125,ndufa2,True
445122,ndufa3,True
406298,ndufa4,True
541328,ndufa5,True
393943,ndufa6,True
445042,ndufa7,True
393700,ndufa8,True
541331,ndufa9a,True
321951,ndufa10,True
573619,ndufab1a,True
325712,ndufab1b,True
393764,ndufb2,True
100332034,ndufb3,True
406306,ndufb4,True
797063,ndufb5,True
393781,ndufb6,True
393821,ndufb7,True
393829,ndufb8,True
573021,ndufb9,True
393703,ndufb10,True
100000992,si:ch211-235e9.6,True
541390,ndufc2,True
493605,ndufs1,True
553672,ndufs2,True
550451,ndufs3,True
445291,ndufv1,True
573689,ndufs4,True
553660,ndufs5,True
447913,ndufs6,True
406413,ndufs8a,True
554100,ndufs8b,True
393720,ndufv2,True
100537318,ndufv3,True
553582,tusc3,True
393687,ndufa13,True
562219,ndufb11,True
556538,ndufa12,True
393497,ndufa11,True
796997,ndufs7,True
767664,cox7a1,True
140539,COX1,True
140540,COX2,True
140541,COX3,True
393776,cox4i2,True
393478,cox6b2,True
335799,sod2,True
393213,gde1,True
100537991,prodhb,True
393688,slc25a3a,True
322362,slc25a3b,True
259251,cers2a,True
323020,cers5,True
564867,cers6,True
568169,cers1,True
387290,smox,True
564675,paox1,True
550494,esd,True
555812,ucp2,True
393133,slc25a14,True
552960,cybrd1,True
795592,cyb5d1,True
558601,pipox,True
449769,glrx,True
436677,glrx2,True
101886595,b3galt4,True
100001225,st6galnac2,True
561542,si:dkey-23o4.6,True
751745,zgc:153441,True
407663,si:ch211-107o10.3,True
100148642,pigv,True
100330155,cers4b,True
